,_id,Country,CountryCode,ObservationType,IndicatorCode,IndicatorNameShort,RANK,SCORE,YEAR,RAW
2056,{'$oid': '642b15e88c5067f4a89a04e4'},Latvia,LVA,IndexAggregate,MS_NEQ,MS: Inequality Category,26,0.499,2018,
2057,{'$oid': '642b15e88c5067f4a89a04e5'},Latvia,LVA,IndexAggregate,MS_TAX,MS: Tax Category,18,0.622,2018,
2058,{'$oid': '642b15e88c5067f4a89a04e6'},Latvia,LVA,IndexAggregate,MS_WEN,MS: Worker Engagement Category,36,0.513,2018,
2059,{'$oid': '642b15e88c5067f4a89a04e7'},Latvia,LVA,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,34,0.518,2018,
2060,{'$oid': '642b15e88c5067f4a89a04e8'},Latvia,LVA,IndexAggregate,PG,Public Goods Pillar,27,0.761,2018,
2061,{'$oid': '642b15e88c5067f4a89a04e9'},Latvia,LVA,IndexAggregate,PG_EDU,PG: Education Category,18,0.892,2018,
2062,{'$oid': '642b15e88c5067f4a89a04ea'},Latvia,LVA,IndexAggregate,PG_GLB,PG: Global Role Category,35,0.573,2018,
2063,{'$oid': '642b15e88c5067f4a89a04eb'},Latvia,LVA,IndexAggregate,PG_HLC,PG: Healthcare Category,24,0.716,2018,
2064,{'$oid': '642b15e88c5067f4a89a04ec'},Latvia,LVA,IndexAggregate,PG_INF,PG: Infrastructure Category,27,0.806,2018,
2065,{'$oid': '642b15e88c5067f4a89a04ed'},Latvia,LVA,IndexAggregate,PG_RTS,PG: Rights Category,,0.837,2018,
2066,{'$oid': '642b15e88c5067f4a89a04ee'},Latvia,LVA,IndexAggregate,PG_RTS,PG: Rights Catgory,25,,2018,
2067,{'$oid': '642b15e88c5067f4a89a04ef'},Latvia,LVA,IndexAggregate,PG_SAF,PG: Public Safety Category,33,0.743,2018,
2068,{'$oid': '642b15e88c5067f4a89a04f0'},Latvia,LVA,IndexAggregate,SSPI,SSPI,,7.201,2018,
2069,{'$oid': '642b15e88c5067f4a89a04f1'},Latvia,LVA,IndexAggregate,SSPI,SSPI Overall,36,,2018,
2070,{'$oid': '642b15e88c5067f4a89a04f2'},Latvia,LVA,IndexAggregate,SUS,Sustainability Pillar,1,0.706,2018,
2071,{'$oid': '642b15e88c5067f4a89a04f3'},Latvia,LVA,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,1,0.975,2018,
2072,{'$oid': '642b15e88c5067f4a89a04f4'},Latvia,LVA,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,3,0.817,2018,
2073,{'$oid': '642b15e88c5067f4a89a04f5'},Latvia,LVA,IndexAggregate,SUS_LND,Sus: Land Category,10,0.634,2018,
2074,{'$oid': '642b15e88c5067f4a89a04f6'},Latvia,LVA,IndexAggregate,SUS_NRG,Sus: Energy Category,13,0.64,2018,
2075,{'$oid': '642b15e88c5067f4a89a04f7'},Latvia,LVA,IndexAggregate,SUS_WST,Sus: Waste Category,15,0.463,2018,
2076,{'$oid': '642b15e88c5067f4a89a04f8'},Latvia,LVA,IndicatorObservation,AIRPOL,Air Pollution,24,0.682,2016,12.72
2077,{'$oid': '642b15e88c5067f4a89a04f9'},Latvia,LVA,IndicatorObservation,ALTNRG,Alternative Energy Generation,9,0.462,2018,27.741
2078,{'$oid': '642b15e88c5067f4a89a04fa'},Latvia,LVA,IndicatorObservation,AQELEC,Availability and Quality of Electricity,38,0.873,2018,0.8727
2079,{'$oid': '642b15e88c5067f4a89a04fb'},Latvia,LVA,IndicatorObservation,ARMEXP,Arms Exports,34,1,2018,0
2080,{'$oid': '642b15e88c5067f4a89a04fc'},Latvia,LVA,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,4,0.995,2017,99.9
2081,{'$oid': '642b15e88c5067f4a89a04fd'},Latvia,LVA,IndicatorObservation,BEEFMK,Beef Market,13,0.882,2018,0.882
2082,{'$oid': '642b15e88c5067f4a89a04fe'},Latvia,LVA,IndicatorObservation,BIODIV,Biodiversity Protection,1,0.97,2018,96.974
2083,{'$oid': '642b15e88c5067f4a89a04ff'},Latvia,LVA,IndicatorObservation,CARBON,Carbon Capture,15,0.582,2018,26.986
2084,{'$oid': '642b15e88c5067f4a89a0500'},Latvia,LVA,IndicatorObservation,CHILDW,Child Worker Engagement,19,0.786,2018,0.786
2085,{'$oid': '642b15e88c5067f4a89a0501'},Latvia,LVA,IndicatorObservation,COALPW,Energy from Coal Sources,45,0.9789048568,2018,1.054757159
2086,{'$oid': '642b15e88c5067f4a89a0502'},Latvia,LVA,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,39,0.14,2016,0.14
2087,{'$oid': '642b15e88c5067f4a89a0503'},Latvia,LVA,IndicatorObservation,CRPTAX,Corporate Tax Rate,30,0.5,2018,20
2088,{'$oid': '642b15e88c5067f4a89a0504'},Latvia,LVA,IndicatorObservation,CSTUNT,Child Stunting,15,0.881,2018,5.97
2089,{'$oid': '642b15e88c5067f4a89a0505'},Latvia,LVA,IndicatorObservation,CYBSEC,Global Cybersecurity Index,35,0.75,2018,0.75
2090,{'$oid': '642b15e88c5067f4a89a0506'},Latvia,LVA,IndicatorObservation,DEFRST,Deforestation,19,0.365,2018,0.019
2091,{'$oid': '642b15e88c5067f4a89a0507'},Latvia,LVA,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,7,0.92,2017,98
2092,{'$oid': '642b15e88c5067f4a89a0508'},Latvia,LVA,IndicatorObservation,DRKWAT,Safe Drinking Water,40,0.929,2015,92.86
2093,{'$oid': '642b15e88c5067f4a89a0509'},Latvia,LVA,IndicatorObservation,EDEMOC,Electoral Democracy Index,27,0.833,2018,0.833
2094,{'$oid': '642b15e88c5067f4a89a050a'},Latvia,LVA,IndicatorObservation,ENRPRI,Primary School Net Enrollment,28,0.815,2017,96.3
2095,{'$oid': '642b15e88c5067f4a89a050b'},Latvia,LVA,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,22,0.957,2017,98.7
2096,{'$oid': '642b15e88c5067f4a89a050c'},Latvia,LVA,IndicatorObservation,EWASTE,E-Waste Generation,28,0.672,2018,13.10703899
2097,{'$oid': '642b15e88c5067f4a89a050d'},Latvia,LVA,IndicatorObservation,FAMPLN,Unment Need for Family Planning,13,0.325,2018,13.5
2098,{'$oid': '642b15e88c5067f4a89a050e'},Latvia,LVA,IndicatorObservation,FATINJ,Fatal Workplace Injuries,18,0.852,2015,3.7
2099,{'$oid': '642b15e88c5067f4a89a050f'},Latvia,LVA,IndicatorObservation,FDEPTH,Financial Depth,44,0.2,2018,0.2
2100,{'$oid': '642b15e88c5067f4a89a0510'},Latvia,LVA,IndicatorObservation,FORAID,Foreign Aid,37,0.097,2018,0.097
2101,{'$oid': '642b15e88c5067f4a89a0511'},Latvia,LVA,IndicatorObservation,FSTABL,Financial Stability,8,0.5,2018,5
2102,{'$oid': '642b15e88c5067f4a89a0512'},Latvia,LVA,IndicatorObservation,GENDEQ,Gender Equality Index,12,0.905,2018,3.62
2103,{'$oid': '642b15e88c5067f4a89a0513'},Latvia,LVA,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,20,0.688,2017,35.6
2104,{'$oid': '642b15e88c5067f4a89a0514'},Latvia,LVA,IndicatorObservation,GTRANS,Green Transport Index,23,0.589,2016,0.589
2105,{'$oid': '642b15e88c5067f4a89a0515'},Latvia,LVA,IndicatorObservation,INCARC,Incarceration Rates,16,0.69,2018,195
2106,{'$oid': '642b15e88c5067f4a89a0516'},Latvia,LVA,IndicatorObservation,INCONV,Adoption of Key UN Conventions,24,0.8,2019,8
2107,{'$oid': '642b15e88c5067f4a89a0517'},Latvia,LVA,IndicatorObservation,INTRNT,Internet Access and Quality,22,0.51,2016/2020,0.51015
2108,{'$oid': '642b15e88c5067f4a89a0518'},Latvia,LVA,IndicatorObservation,ISHRAT,Income Share Ratio,23,0.309,2018,0.524
2109,{'$oid': '642b15e88c5067f4a89a0519'},Latvia,LVA,IndicatorObservation,IUCNRL,IUCN Red List Index,1,0.98,2018,0.99
2110,{'$oid': '642b15e88c5067f4a89a051a'},Latvia,LVA,IndicatorObservation,LFPART,Labor Force Participation,10,0.886,2017,88.55
2111,{'$oid': '642b15e88c5067f4a89a051b'},Latvia,LVA,IndicatorObservation,MATERN,Paid Maternity Leave,10,0.591,2018,30.73
2112,{'$oid': '642b15e88c5067f4a89a051c'},Latvia,LVA,IndicatorObservation,MILEXP,Military Expenditure,36,0.89,2018,1.1
2113,{'$oid': '642b15e88c5067f4a89a051d'},Latvia,LVA,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,29,0.415,2018,439
2114,{'$oid': '642b15e88c5067f4a89a051e'},Latvia,LVA,IndicatorObservation,MURDER,Intentional Homicide Rate,12,0.832,2016,3.36
2115,{'$oid': '642b15e88c5067f4a89a051f'},Latvia,LVA,IndicatorObservation,NITROG,Sustainable Nitrogen Management,9,0.62,2018,62.01
2116,{'$oid': '642b15e88c5067f4a89a0520'},Latvia,LVA,IndicatorObservation,NRGINT,Energy Intensity,28,0.777,2018,3.35
2117,{'$oid': '642b15e88c5067f4a89a0521'},Latvia,LVA,IndicatorObservation,PHYSPC,"Physicians per 10,000",25,0.459,2010-2017,32.1
2118,{'$oid': '642b15e88c5067f4a89a0522'},Latvia,LVA,IndicatorObservation,PUBACC,Public Access to Financial Sector,25,0.932,2017,93.22
2119,{'$oid': '642b15e88c5067f4a89a0523'},Latvia,LVA,IndicatorObservation,PUBSRV,Quality of Public Services & Government,31,0.7,2018,1
2120,{'$oid': '642b15e88c5067f4a89a0524'},Latvia,LVA,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,36,0.903,2018,12
2121,{'$oid': '642b15e88c5067f4a89a0525'},Latvia,LVA,IndicatorObservation,RDFUND,Research and Development,38,0.305,2018,0.305
2122,{'$oid': '642b15e88c5067f4a89a0526'},Latvia,LVA,IndicatorObservation,RECYCL,Recycling Rate,30,0.303,2018,21.23
2123,{'$oid': '642b15e88c5067f4a89a0527'},Latvia,LVA,IndicatorObservation,RULELW,Rule of Law Index,26,0.947,2018,0.947
2124,{'$oid': '642b15e88c5067f4a89a0528'},Latvia,LVA,IndicatorObservation,SANSRV,Basic Sanitation Services,44,0.819,2015,81.94
2125,{'$oid': '642b15e88c5067f4a89a0529'},Latvia,LVA,IndicatorObservation,SECAPP,Security Apparatus,24,0.7,2019,3
2126,{'$oid': '642b15e88c5067f4a89a052a'},Latvia,LVA,IndicatorObservation,SENIOR,Senior Wellbeing,47,0.228,2018,0.228
2127,{'$oid': '642b15e88c5067f4a89a052b'},Latvia,LVA,IndicatorObservation,STKHLM,Stockholm Convention Compliance,22,0.667,2015,66.67
2128,{'$oid': '642b15e88c5067f4a89a052c'},Latvia,LVA,IndicatorObservation,TAXEVA,Tax Evasion,33,0.894,2018/2019,196.325
2129,{'$oid': '642b15e88c5067f4a89a052d'},Latvia,LVA,IndicatorObservation,TAXREV,Tax Revenue,12,0.473,2017,23.63212
2130,{'$oid': '642b15e88c5067f4a89a052e'},Latvia,LVA,IndicatorObservation,TRNETW,National Transport Network Intensity,5,0.897,2007-17,0.897
2131,{'$oid': '642b15e88c5067f4a89a052f'},Latvia,LVA,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,26,0.4,2018,40
2132,{'$oid': '642b15e88c5067f4a89a0530'},Latvia,LVA,IndicatorObservation,WATMAN,Water Management,2,0.94,2018,0.94
2133,{'$oid': '642b15e88c5067f4a89a0531'},Lithuania,LTU,IndexAggregate,MS,Market Structure Pillar,32,0.556,2018,
2134,{'$oid': '642b15e88c5067f4a89a0532'},Lithuania,LTU,IndexAggregate,MS_FIN,MS: Financial Sector Category,27,0.641,2018,
2135,{'$oid': '642b15e88c5067f4a89a0533'},Lithuania,LTU,IndexAggregate,MS_NEQ,MS: Inequality Category,30,0.441,2018,
2136,{'$oid': '642b15e88c5067f4a89a0534'},Lithuania,LTU,IndexAggregate,MS_TAX,MS: Tax Category,33,0.555,2018,
2137,{'$oid': '642b15e88c5067f4a89a0535'},Lithuania,LTU,IndexAggregate,MS_WEN,MS: Worker Engagement Category,40,0.481,2018,
2138,{'$oid': '642b15e88c5067f4a89a0536'},Lithuania,LTU,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,15,0.664,2018,
2139,{'$oid': '642b15e88c5067f4a89a0537'},Lithuania,LTU,IndexAggregate,PG,Public Goods Pillar,22,0.777,2018,
2140,{'$oid': '642b15e88c5067f4a89a0538'},Lithuania,LTU,IndexAggregate,PG_EDU,PG: Education Category,3,0.947,2018,
2141,{'$oid': '642b15e88c5067f4a89a0539'},Lithuania,LTU,IndexAggregate,PG_GLB,PG: Global Role Category,27,0.618,2018,
2142,{'$oid': '642b15e88c5067f4a89a053a'},Lithuania,LTU,IndexAggregate,PG_HLC,PG: Healthcare Category,32,0.694,2018,
2143,{'$oid': '642b15e88c5067f4a89a053b'},Lithuania,LTU,IndexAggregate,PG_INF,PG: Infrastructure Category,24,0.817,2018,
2144,{'$oid': '642b15e88c5067f4a89a053c'},Lithuania,LTU,IndexAggregate,PG_RTS,PG: Rights Category,,0.841,2018,
2145,{'$oid': '642b15e88c5067f4a89a053d'},Lithuania,LTU,IndexAggregate,PG_RTS,PG: Rights Catgory,23,,2018,
2146,{'$oid': '642b15e88c5067f4a89a053e'},Lithuania,LTU,IndexAggregate,PG_SAF,PG: Public Safety Category,32,0.744,2018,
2147,{'$oid': '642b15e88c5067f4a89a053f'},Lithuania,LTU,IndexAggregate,SSPI,SSPI,,7.994,2018,
2148,{'$oid': '642b15e88c5067f4a89a0540'},Lithuania,LTU,IndexAggregate,SSPI,SSPI Overall,30,,2018,
2149,{'$oid': '642b15e88c5067f4a89a0541'},Lithuania,LTU,IndexAggregate,SUS,Sustainability Pillar,6,0.639,2018,
2150,{'$oid': '642b15e88c5067f4a89a0542'},Lithuania,LTU,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,3,0.939,2018,
2151,{'$oid': '642b15e88c5067f4a89a0543'},Lithuania,LTU,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,15,0.725,2018,
2152,{'$oid': '642b15e88c5067f4a89a0544'},Lithuania,LTU,IndexAggregate,SUS_LND,Sus: Land Category,22,0.555,2018,
2153,{'$oid': '642b15e88c5067f4a89a0545'},Lithuania,LTU,IndexAggregate,SUS_NRG,Sus: Energy Category,10,0.655,2018,
2154,{'$oid': '642b15e88c5067f4a89a0546'},Lithuania,LTU,IndexAggregate,SUS_WST,Sus: Waste Category,37,0.319,2018,
2155,{'$oid': '642b15e88c5067f4a89a0547'},Lithuania,LTU,IndicatorObservation,AIRPOL,Air Pollution,30,0.713,2016,11.49
2156,{'$oid': '642b15e88c5067f4a89a0548'},Lithuania,LTU,IndicatorObservation,ALTNRG,Alternative Energy Generation,8,0.467,2018,27.995
2157,{'$oid': '642b15e88c5067f4a89a0549'},Lithuania,LTU,IndicatorObservation,AQELEC,Availability and Quality of Electricity,34,0.897,2018,0.8969
2158,{'$oid': '642b15e88c5067f4a89a054a'},Lithuania,LTU,IndicatorObservation,ARMEXP,Arms Exports,20,0.96,2018,60
2159,{'$oid': '642b15e88c5067f4a89a054b'},Lithuania,LTU,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,1,1,2014,100
2160,{'$oid': '642b15e88c5067f4a89a054c'},Lithuania,LTU,IndicatorObservation,BEEFMK,Beef Market,39,0.68,2018,0.68
2161,{'$oid': '642b15e88c5067f4a89a054d'},Lithuania,LTU,IndicatorObservation,BIODIV,Biodiversity Protection,5,0.899,2018,89.869
2162,{'$oid': '642b15e88c5067f4a89a054e'},Lithuania,LTU,IndicatorObservation,CARBON,Carbon Capture,23,0.352,2018,14.369
2163,{'$oid': '642b15e88c5067f4a89a054f'},Lithuania,LTU,IndicatorObservation,CHILDW,Child Worker Engagement,19,0.786,2018,0.786
2164,{'$oid': '642b15e88c5067f4a89a0550'},Lithuania,LTU,IndicatorObservation,COALPW,Energy from Coal Sources,38,0.9358536968,2018,3.20731516
2165,{'$oid': '642b15e88c5067f4a89a0551'},Lithuania,LTU,IndicatorObservation,COLBAR,Collective Bargaining Rights Coverage,45,0.07,2015,0.07
2166,{'$oid': '642b15e88c5067f4a89a0552'},Lithuania,LTU,IndicatorObservation,CRPTAX,Corporate Tax Rate,42,0.375,2018,15
2167,{'$oid': '642b15e88c5067f4a89a0553'},Lithuania,LTU,IndicatorObservation,CSTUNT,Child Stunting,17,0.888,2018,5.61
2168,{'$oid': '642b15e88c5067f4a89a0554'},Lithuania,LTU,IndicatorObservation,CYBSEC,Global Cybersecurity Index,4,0.91,2018,0.91
2169,{'$oid': '642b15e88c5067f4a89a0555'},Lithuania,LTU,IndicatorObservation,DEFRST,Deforestation,16,0.386,2018,0.031
2170,{'$oid': '642b15e88c5067f4a89a0556'},Lithuania,LTU,IndicatorObservation,DPTCOV,Infant DTP Vaccine Coverage,31,0.76,2017,94
2171,{'$oid': '642b15e88c5067f4a89a0557'},Lithuania,LTU,IndicatorObservation,DRKWAT,Safe Drinking Water,39,0.936,2015,93.62
2172,{'$oid': '642b15e88c5067f4a89a0558'},Lithuania,LTU,IndicatorObservation,EDEMOC,Electoral Democracy Index,30,0.824,2018,0.824
2173,{'$oid': '642b15e88c5067f4a89a0559'},Lithuania,LTU,IndicatorObservation,ENRPRI,Primary School Net Enrollment,14,0.915,2016,98.29
2174,{'$oid': '642b15e88c5067f4a89a055a'},Lithuania,LTU,IndicatorObservation,ENRSEC,Lower Secondary School Net Enrollment,2,0.998,2016,99.94
2175,{'$oid': '642b15e88c5067f4a89a055b'},Lithuania,LTU,IndicatorObservation,EWASTE,E-Waste Generation,9,0.258,2018,29.67191561
2176,{'$oid': '642b15e88c5067f4a89a055c'},Lithuania,LTU,IndicatorObservation,FAMPLN,Unment Need for Family Planning,9,0.195,2018,16.1
2177,{'$oid': '642b15e88c5067f4a89a055d'},Lithuania,LTU,IndicatorObservation,FATINJ,Fatal Workplace Injuries,16,0.832,2016,4.2
2178,{'$oid': '642b15e88c5067f4a89a055e'},Lithuania,LTU,IndicatorObservation,FDEPTH,Financial Depth,43,0.213,2018,0.213
2179,{'$oid': '642b15e88c5067f4a89a055f'},Lithuania,LTU,IndicatorObservation,FORAID,Foreign Aid,34,0.119,2018,0.119
2180,{'$oid': '642b15e88c5067f4a89a0560'},Lithuania,LTU,IndicatorObservation,FSTABL,Financial Stability,35,0.88,2018,1.2
2181,{'$oid': '642b15e88c5067f4a89a0561'},Lithuania,LTU,IndicatorObservation,GENDEQ,Gender Equality Index,33,0.807,2018,3.2276
2182,{'$oid': '642b15e88c5067f4a89a0562'},Lithuania,LTU,IndicatorObservation,GINIPT,GINI Coefficient After Taxes,15,0.654,2017,37.3
2183,{'$oid': '642b15e88c5067f4a89a0563'},Lithuania,LTU,IndicatorObservation,GTRANS,Green Transport Index,35,0.56,2016,0.56
2184,{'$oid': '642b15e88c5067f4a89a0564'},Lithuania,LTU,IndicatorObservation,INCARC,Incarceration Rates,8,0.61,2018,235
2185,{'$oid': '642b15e88c5067f4a89a0565'},Lithuania,LTU,IndicatorObservation,INCONV,Adoption of Key UN Conventions,5,0.9,2019,9
2186,{'$oid': '642b15e88c5067f4a89a0566'},Lithuania,LTU,IndicatorObservation,INTRNT,Internet Access and Quality,32,0.466,2016/2020,0.46585
2187,{'$oid': '642b15e88c5067f4a89a0567'},Lithuania,LTU,IndicatorObservation,ISHRAT,Income Share Ratio,28,0.228,2018,0.439
2188,{'$oid': '642b15e88c5067f4a89a0568'},Lithuania,LTU,IndicatorObservation,IUCNRL,IUCN Red List Index,1,0.98,2018,0.99
2189,{'$oid': '642b15e88c5067f4a89a0569'},Lithuania,LTU,IndicatorObservation,LFPART,Labor Force Participation,7,0.893,2017,89.27
2190,{'$oid': '642b15e88c5067f4a89a056a'},Lithuania,LTU,IndicatorObservation,MATERN,Paid Maternity Leave,1,1,2018,52
2191,{'$oid': '642b15e88c5067f4a89a056b'},Lithuania,LTU,IndicatorObservation,MILEXP,Military Expenditure,41,0.91,2018,0.9
2192,{'$oid': '642b15e88c5067f4a89a056c'},Lithuania,LTU,IndicatorObservation,MSWGEN,Municipal Solid Waste Generation,26,0.371,2018,472
2193,{'$oid': '642b15e88c5067f4a89a056d'},Lithuania,LTU,IndicatorObservation,MURDER,Intentional Homicide Rate,9,0.738,2016,5.25
2194,{'$oid': '642b15e88c5067f4a89a056e'},Lithuania,LTU,IndicatorObservation,NITROG,Sustainable Nitrogen Management,29,0.381,2018,38.06
2195,{'$oid': '642b15e88c5067f4a89a056f'},Lithuania,LTU,IndicatorObservation,NRGINT,Energy Intensity,30,0.785,2018,3.22
2196,{'$oid': '642b15e88c5067f4a89a0570'},Lithuania,LTU,IndicatorObservation,PHYSPC,"Physicians per 10,000",5,0.626,2010-2017,43.8
2197,{'$oid': '642b15e88c5067f4a89a0571'},Lithuania,LTU,IndicatorObservation,PUBACC,Public Access to Financial Sector,33,0.829,2017,82.88
2198,{'$oid': '642b15e88c5067f4a89a0572'},Lithuania,LTU,IndicatorObservation,PUBSRV,Quality of Public Services & Government,27,0.718,2018,1.09
2199,{'$oid': '642b15e88c5067f4a89a0573'},Lithuania,LTU,IndicatorObservation,PUPTCH,Primary School Pupil to Teacher Ratio,41,0.929,2018,11.2
2200,{'$oid': '642b15e88c5067f4a89a0574'},Lithuania,LTU,IndicatorObservation,RDFUND,Research and Development,27,0.485,2018,0.485
2201,{'$oid': '642b15e88c5067f4a89a0575'},Lithuania,LTU,IndicatorObservation,RECYCL,Recycling Rate,28,0.327,2018,22.92
2202,{'$oid': '642b15e88c5067f4a89a0576'},Lithuania,LTU,IndicatorObservation,RULELW,Rule of Law Index,24,0.954,2018,0.954
2203,{'$oid': '642b15e88c5067f4a89a0577'},Lithuania,LTU,IndicatorObservation,SANSRV,Basic Sanitation Services,36,0.917,2015,91.69
2204,{'$oid': '642b15e88c5067f4a89a0578'},Lithuania,LTU,IndicatorObservation,SECAPP,Security Apparatus,25,0.72,2019,2.8
2205,{'$oid': '642b15e88c5067f4a89a0579'},Lithuania,LTU,IndicatorObservation,SENIOR,Senior Wellbeing,40,0.445,2018,0.445
2206,{'$oid': '642b15e88c5067f4a89a057a'},Lithuania,LTU,IndicatorObservation,STKHLM,Stockholm Convention Compliance,22,0.667,2015,66.67
2207,{'$oid': '642b15e88c5067f4a89a057b'},Lithuania,LTU,IndicatorObservation,TAXEVA,Tax Evasion,48,0.958,2018/2019,82.875
2208,{'$oid': '642b15e88c5067f4a89a057c'},Lithuania,LTU,IndicatorObservation,TAXREV,Tax Revenue,29,0.333,2017,16.63465
2209,{'$oid': '642b15e88c5067f4a89a057d'},Lithuania,LTU,IndicatorObservation,TRNETW,National Transport Network Intensity,6,0.872,2007-17,0.872
2210,{'$oid': '642b15e88c5067f4a89a057e'},Lithuania,LTU,IndicatorObservation,UNEMPL,Unemployment Benefits Coverage,27,0.377,2018,37.7
2211,{'$oid': '642b15e88c5067f4a89a057f'},Lithuania,LTU,IndicatorObservation,WATMAN,Water Management,1,0.99,2018,0.99
2212,{'$oid': '642b15e88c5067f4a89a0580'},Luxembourg,LUX,IndexAggregate,MS,Market Structure Pillar,12,0.655,2018,
2213,{'$oid': '642b15e88c5067f4a89a0581'},Luxembourg,LUX,IndexAggregate,MS_FIN,MS: Financial Sector Category,3,0.901,2018,
2214,{'$oid': '642b15e88c5067f4a89a0582'},Luxembourg,LUX,IndexAggregate,MS_NEQ,MS: Inequality Category,16,0.556,2018,
2215,{'$oid': '642b15e88c5067f4a89a0583'},Luxembourg,LUX,IndexAggregate,MS_TAX,MS: Tax Category,43,0.419,2018,
2216,{'$oid': '642b15e88c5067f4a89a0584'},Luxembourg,LUX,IndexAggregate,MS_WEN,MS: Worker Engagement Category,16,0.715,2018,
2217,{'$oid': '642b15e88c5067f4a89a0585'},Luxembourg,LUX,IndexAggregate,MS_WWB,MS: Worker Wellbeing Category,14,0.683,2018,
2218,{'$oid': '642b15e88c5067f4a89a0586'},Luxembourg,LUX,IndexAggregate,PG,Public Goods Pillar,4,0.846,2018,
2219,{'$oid': '642b15e88c5067f4a89a0587'},Luxembourg,LUX,IndexAggregate,PG_EDU,PG: Education Category,22,0.869,2018,
2220,{'$oid': '642b15e88c5067f4a89a0588'},Luxembourg,LUX,IndexAggregate,PG_GLB,PG: Global Role Category,4,0.777,2018,
2221,{'$oid': '642b15e88c5067f4a89a0589'},Luxembourg,LUX,IndexAggregate,PG_HLC,PG: Healthcare Category,18,0.742,2018,
2222,{'$oid': '642b15e88c5067f4a89a058a'},Luxembourg,LUX,IndexAggregate,PG_INF,PG: Infrastructure Category,2,0.918,2018,
2223,{'$oid': '642b15e88c5067f4a89a058b'},Luxembourg,LUX,IndexAggregate,PG_RTS,PG: Rights Category,,0.873,2018,
2224,{'$oid': '642b15e88c5067f4a89a058c'},Luxembourg,LUX,IndexAggregate,PG_RTS,PG: Rights Catgory,17,,2018,
2225,{'$oid': '642b15e88c5067f4a89a058d'},Luxembourg,LUX,IndexAggregate,PG_SAF,PG: Public Safety Category,5,0.898,2018,
2226,{'$oid': '642b15e88c5067f4a89a058e'},Luxembourg,LUX,IndexAggregate,SSPI,SSPI,,7.617,2018,
2227,{'$oid': '642b15e88c5067f4a89a058f'},Luxembourg,LUX,IndexAggregate,SSPI,SSPI Overall,34,,2018,
2228,{'$oid': '642b15e88c5067f4a89a0590'},Luxembourg,LUX,IndexAggregate,SUS,Sustainability Pillar,24,0.582,2018,
2229,{'$oid': '642b15e88c5067f4a89a0591'},Luxembourg,LUX,IndexAggregate,SUS_ECO,Sus: Ecosystem Category,17,0.788,2018,
2230,{'$oid': '642b15e88c5067f4a89a0592'},Luxembourg,LUX,IndexAggregate,SUS_GHG,Sus: Greenhouse Gases Category,26,0.666,2018,
2231,{'$oid': '642b15e88c5067f4a89a0593'},Luxembourg,LUX,IndexAggregate,SUS_LND,Sus: Land Category,32,0.482,2018,
2232,{'$oid': '642b15e88c5067f4a89a0594'},Luxembourg,LUX,IndexAggregate,SUS_NRG,Sus: Energy Category,15,0.605,2018,
2233,{'$oid': '642b15e88c5067f4a89a0595'},Luxembourg,LUX,IndexAggregate,SUS_WST,Sus: Waste Category,33,0.369,2018,
2234,{'$oid': '642b15e88c5067f4a89a0596'},Luxembourg,LUX,IndicatorObservation,AIRPOL,Air Pollution,34,0.745,2016,10.21
2235,{'$oid': '642b15e88c5067f4a89a0597'},Luxembourg,LUX,IndicatorObservation,ALTNRG,Alternative Energy Generation,22,0.227,2018,13.614
2236,{'$oid': '642b15e88c5067f4a89a0598'},Luxembourg,LUX,IndicatorObservation,AQELEC,Availability and Quality of Electricity,7,0.979,2018,0.979
2237,{'$oid': '642b15e88c5067f4a89a0599'},Luxembourg,LUX,IndicatorObservation,ARMEXP,Arms Exports,34,1,2018,0
2238,{'$oid': '642b15e88c5067f4a89a059a'},Luxembourg,LUX,IndicatorObservation,ATBRTH,Births Attended by Skilled Personnel,4,0.995,2009,99.9
2239,{'$oid': '642b15e88c5067f4a89a059b'},Luxembourg,LUX,IndicatorObservation,BEEFMK,Beef Market,24,0.784,2018,0.784
2240,{'$oid': '642b15e88c5067f4a89a059c'},Luxembourg,LUX,IndicatorObservation,BIODIV,Biodiversity Protection,23,0.597,2018,59.668
2241,{'$oid': '642b15e88c5067f4a89a059d'},Luxembourg,LUX,IndicatorObservation,CARBON,Carbon Capture,7,0.801,2018,39.039
2242,{'$oid': '642b15e88c5067f4a89a059e'},Luxembourg,LUX,IndicatorObservation,CHILDW,Child Worker Engagement,8,0.857,2018,0.857
